DEBUG: Receiving request... | Timestamp: [2025-02-23 18:01:07,489]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:25:14,901]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:25:14,908]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1008108158/photo/retro-wooden-cabinet-and-a-painting-in-an-empty-living-room-interior-with-white-walls-and.jpg?s=612x612&w=0&k=20&c=vDG7xSaX62DfJ6khAulcHb657M-pA-tlzQcxmm3lpK0=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:25:14,908]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:25:14,908]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:25:15,046]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:25:15,046]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:25:15,046]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:25:15,046]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:25:16,856]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:25:17,235]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:25:17,235]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:25:17,309]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:25:17,309]
INFO: Request finished in 2.431 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:25:17,338]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:26:17,927]
INFO: Request validated successfully: image_url=https://www.shutterstock.com/image-illustration/commode-chair-decor-living-room-260nw-1820572562.jpg, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:26:17,927]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:26:17,927]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:26:18,293]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:26:18,293]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1024x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:26:18,293]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:26:18,293]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:26:19,727]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:26:20,102]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:26:20,102]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:26:20,127]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:26:20,128]
INFO: Request finished in 2.210 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:26:20,137]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:27:04,471]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1473495759/photo/cozy-modern-living-room-interior-with-leather-armchair-and-decoration-room-on-empty-dark-blue.jpg?s=612x612&w=0&k=20&c=zaclhFrHs7x8abyBdsXtGSwRgHEf5y6yDbwpBmCCImM=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:27:04,471]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:27:04,472]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:27:04,606]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:27:04,607]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1024x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:27:04,607]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:27:04,608]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:27:06,446]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:27:06,762]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:27:06,762]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:27:06,824]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:27:06,824]
INFO: Request finished in 2.385 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:27:06,855]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:27:37,694]
INFO: Request validated successfully: image_url=https://t4.ftcdn.net/jpg/03/13/74/89/360_F_313748908_X6ldOlzKqlfkZVMWUSlY37pua4bBJjOg.jpg, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:27:37,694]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:27:37,694]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:27:37,827]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:27:37,827]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:27:37,827]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:27:37,827]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:27:39,600]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:27:39,915]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:27:39,915]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:27:39,962]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:27:39,962]
INFO: Request finished in 2.291 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:27:39,985]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:28:30,020]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:28:30,622]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:28:37,516]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:28:38,141]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:28:38,148]
INFO: Request validated successfully: image_url=https://t4.ftcdn.net/jpg/03/13/74/89/360_F_313748908_X6ldOlzKqlfkZVMWUSlY37pua4bBJjOg.jpg, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:28:38,148]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:28:38,148]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:28:38,292]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:28:38,292]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:28:38,293]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:28:38,293]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:28:40,008]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:28:40,330]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:28:40,330]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:28:40,386]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:28:40,386]
INFO: Request finished in 2.262 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:28:40,410]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:29:00,630]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:29:01,256]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:29:01,262]
INFO: Request validated successfully: image_url=https://t4.ftcdn.net/jpg/03/13/74/89/360_F_313748908_X6ldOlzKqlfkZVMWUSlY37pua4bBJjOg.jpg, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:29:01,262]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:29:01,262]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:29:01,431]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:29:01,431]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:29:01,431]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:29:01,431]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:29:03,224]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:29:03,535]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:29:03,535]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:29:03,591]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:29:03,591]
INFO: Request finished in 2.352 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:29:03,614]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:29:24,028]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:29:24,651]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:29:24,658]
INFO: Request validated successfully: image_url=https://t4.ftcdn.net/jpg/03/13/74/89/360_F_313748908_X6ldOlzKqlfkZVMWUSlY37pua4bBJjOg.jpg, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:29:24,658]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:29:24,658]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:29:24,809]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:29:24,809]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:29:24,809]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:29:24,809]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:29:26,545]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:29:26,861]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:29:26,862]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:29:26,916]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:29:26,916]
INFO: Request finished in 2.282 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:29:26,940]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:29:48,244]
INFO: Request validated successfully: image_url=http://localhost:8000/static/output_bf3b652a.png, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:29:48,245]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:29:48,245]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:29:48,502]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:29:48,502]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:29:48,502]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:29:48,502]
ERROR: Internal server error:
Traceback (most recent call last):
  File "D:\AI\projects\ArtOa\ArtOa-AI\pipeline\app.py", line 100, in main
    masks, generated_images = await asyncio.gather(
                              ^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\pipeline\app.py", line 203, in segment_image
    masks = segmentor.predict_masks(wall)  # Perform segmentation
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\pipeline\segmentation.py", line 15, in predict_masks
    outputs = self.model(input_tensors)
              ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torch\nn\modules\module.py", line 1739, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torch\nn\modules\module.py", line 1750, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torchvision\models\detection\generalized_rcnn.py", line 83, in forward
    images, targets = self.transform(images, targets)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torch\nn\modules\module.py", line 1739, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torch\nn\modules\module.py", line 1750, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torchvision\models\detection\transform.py", line 141, in forward
    image = self.normalize(image)
            ^^^^^^^^^^^^^^^^^^^^^
  File "D:\AI\projects\ArtOa\ArtOa-AI\venv\Lib\site-packages\torchvision\models\detection\transform.py", line 169, in normalize
    return (image - mean[:, None, None]) / std[:, None, None]
            ~~~~~~^~~~~~~~~~~~~~~~~~~~~
RuntimeError: The size of tensor a (4) must match the size of tensor b (3) at non-singleton dimension 0
 | Timestamp: [2025-04-05 17:29:48,705]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:32:12,663]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1375651222/photo/living-room-interior-mockup-in-warm-tones-with-armchair-on-empty-dark-blue-wall-background.jpg?s=612x612&w=0&k=20&c=oSzXooplBZmedg5-XqEcKzJGoOrm3yh9CtatU3406Kw=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:32:12,663]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:32:12,663]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:32:12,872]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:32:12,872]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:32:12,872]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:32:12,872]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:32:14,776]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:32:15,134]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:32:15,134]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:32:15,187]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:32:15,187]
INFO: Request finished in 2.549 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:32:15,212]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:32:35,878]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1008108158/photo/retro-wooden-cabinet-and-a-painting-in-an-empty-living-room-interior-with-white-walls-and.jpg?s=612x612&w=0&k=20&c=vDG7xSaX62DfJ6khAulcHb657M-pA-tlzQcxmm3lpK0=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:32:35,878]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:32:35,878]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:32:36,010]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:32:36,010]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:32:36,010]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:32:36,010]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:32:37,879]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:32:38,195]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:32:38,195]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:32:38,251]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:32:38,252]
INFO: Request finished in 2.403 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:32:38,281]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:33:02,298]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1143919019/photo/mock-up-modern-living-room-interior-design-with-free-space-on-right-3d-render.jpg?s=612x612&w=0&k=20&c=sKiWdZ2RBYVoeklgz4bsyfD8eq28a0E1y7QdqA-6btA=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:33:02,298]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:33:02,298]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:33:02,422]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:33:02,423]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:33:02,423]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:33:02,423]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:33:04,205]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:33:04,523]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:33:04,523]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:33:04,572]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:33:04,572]
INFO: Request finished in 2.297 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:33:04,595]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:33:33,548]
INFO: Request validated successfully: image_url=https://png.pngtree.com/thumb_back/fh260/background/20230702/pngtree-3d-render-of-home-interior-mockup-against-white-wall-background-image_3764504.jpg, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:33:33,548]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:33:33,548]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:33:33,746]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:33:33,746]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:33:33,746]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:33:33,746]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:33:35,666]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:33:36,050]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:33:36,050]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:33:36,102]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:33:36,103]
INFO: Request finished in 2.580 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:33:36,129]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:34:21,940]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:34:22,536]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:34:22,542]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1008108158/photo/retro-wooden-cabinet-and-a-painting-in-an-empty-living-room-interior-with-white-walls-and.jpg?s=612x612&w=0&k=20&c=vDG7xSaX62DfJ6khAulcHb657M-pA-tlzQcxmm3lpK0=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:34:22,542]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:34:22,542]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:34:22,682]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:34:22,682]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:34:22,682]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:34:22,682]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:34:24,373]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:34:24,686]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:34:24,686]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:34:24,746]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:34:24,746]
INFO: Request finished in 2.231 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:34:24,774]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:35:21,557]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:35:22,198]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:35:22,204]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1008108158/photo/retro-wooden-cabinet-and-a-painting-in-an-empty-living-room-interior-with-white-walls-and.jpg?s=612x612&w=0&k=20&c=vDG7xSaX62DfJ6khAulcHb657M-pA-tlzQcxmm3lpK0=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:35:22,204]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:35:22,204]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:35:22,344]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:35:22,344]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:35:22,344]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:35:22,344]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:35:24,207]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:35:24,524]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:35:24,524]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:35:24,583]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:35:24,583]
INFO: Request finished in 2.408 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:35:24,612]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:35:47,635]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:35:48,261]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:35:48,267]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1008108158/photo/retro-wooden-cabinet-and-a-painting-in-an-empty-living-room-interior-with-white-walls-and.jpg?s=612x612&w=0&k=20&c=vDG7xSaX62DfJ6khAulcHb657M-pA-tlzQcxmm3lpK0=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:35:48,267]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:35:48,267]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:35:48,404]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:35:48,404]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:35:48,404]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:35:48,404]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:35:50,221]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:35:50,541]
DEBUG: Placing generated art on the wall... | Timestamp: [2025-04-05 17:35:50,541]
INFO: Cropped objects returned successfully. | Timestamp: [2025-04-05 17:35:50,621]
INFO: Art placement on the wall completed. | Timestamp: [2025-04-05 17:35:50,621]
INFO: Request finished in 2.383 seconds. Response sent to the client. | Timestamp: [2025-04-05 17:35:50,650]
DEBUG: App is running on cpu... | Timestamp: [2025-04-05 17:36:16,512]
INFO: START: MaskRCNN model loaded successfully. | Timestamp: [2025-04-05 17:36:17,143]
DEBUG: Receiving request... | Timestamp: [2025-04-05 17:36:17,150]
INFO: Request validated successfully: image_url=https://media.istockphoto.com/id/1008108158/photo/retro-wooden-cabinet-and-a-painting-in-an-empty-living-room-interior-with-white-walls-and.jpg?s=612x612&w=0&k=20&c=vDG7xSaX62DfJ6khAulcHb657M-pA-tlzQcxmm3lpK0=, prompt=cat, tags=['string'], box=[0.0, 0.0, 1.0, 1.0], n=4 | Timestamp: [2025-04-05 17:36:17,150]
DEBUG: Processing input data... | Timestamp: [2025-04-05 17:36:17,150]
INFO: Wall image fetched successfully. | Timestamp: [2025-04-05 17:36:17,333]
INFO: Defined box coordinates successfully. | Timestamp: [2025-04-05 17:36:17,333]
INFO: Image generation parameters set: model=dall-e-3, prompt=The next provided prompt is a order written by a client who wants to paint art on their wall, only consider the art which must be painted and not the details about wall or anything else. very very important: Fill the entire artwork and do not create blank areas or borders around the art. Also use the following styles: string. The order text is: cat, size=1792x1024, quality=standard, n=4 | Timestamp: [2025-04-05 17:36:17,333]
DEBUG: Segmenting the wall image... | Timestamp: [2025-04-05 17:36:17,334]
INFO: Segmentation completed successfully. | Timestamp: [2025-04-05 17:36:19,176]
INFO: Wall segmentation and art generation completed. | Timestamp: [2025-04-05 17:36:19,560]
